census_aland,census_aland_sqmi,census_awater,census_awater_sqmi,census_diversity_score,census_educational_score,census_geoid,census_intptlat,census_intptlong,census_median_age,census_median_household_income,census_population,top_category
100136261,38.663,460943,0.178,0.10201232988251717,4.256657730116175,98629,45.877319,-122.619409                                                                                                                                               ,41.8,74625.0,8597,Socializing
134302387,51.854,189169,0.073,0.16091954022988506,3.8088311688311687,97396,45.104719,-123.549181                                                                                                                                               ,42.5,36544.0,2871,Socializing
87391937,33.742,440976,0.17,0.0688375231989202,3.673272112131464,30173,34.133121,-85.153505                                                                                                                                                  ,43.0,49919.0,5927,Socializing
158141485,61.059,6464784,2.496,0.3450171821305842,3.652173913043478,35463,33.064731,-87.682451                                                                                                                                               ,40.3,48333.0,1455,Career & Business
1690152,0.653,791,0.,0.05252100840336135,5.511230907457323,92091,33.015927,-117.243517                                                                                                                                                        ,55.3,134861.0,1428,Socializing
73957154,28.555,309515,0.12,0.011842105263157895,3.591439688715953,42085,36.569596,-88.800966                                                                                                                                                  ,40.1,38816.0,760,Others
54930952,21.209,29297,0.011,0.5337437300501596,3.820375091041515,70507,30.278322,-92.028034                                                                                                                                                  ,32.4,50677.0,17544,Career & Business
81412192,31.433,577738,0.223,0.3910869565217392,4.278929765886288,31088,32.579861,-83.651581                                                                                                                                                 ,34.1,55488.0,50600,Socializing
1733610,0.669,31926,0.012,0.07291666666666667,4.264705882352942,54458,44.49715,-89.306309                                                                                                                                                     ,47.4,56563.0,96,Socializing
519618090,200.626,48870339,18.869,0.02889558588902677,4.3300828863968785,56334,45.574381,-95.33678                                                                                                                                             ,48.3,51349.0,5641,Socializing
1171164075,452.189,1954603,0.755,0.05479616306954437,4.092206170857856,59701,46.034933,-112.475894                                                                                                                                            ,40.3,36942.0,33360,Outdoors & Adventure
31552918,12.183,170774,0.066,0.4421855146124524,4.121480938416422,63042,38.784166,-90.383759                                                                                                                                                 ,35.6,42768.0,20462,Outdoors & Adventure
149950890,57.896,1303400,0.503,0.08639308855291576,3.848387096774193,56550,47.273933,-96.74306                                                                                                                                                ,38.1,51563.0,463,Tech
2809128,1.085,548460,0.212,0.0267175572519084,3.751243781094528,52158,43.043969,-91.182403                                                                                                                                                   ,50.5,34063.0,262,Tech
26751200,10.329,886445,0.342,0.0297441998810232,3.3156059285091537,70733,30.299434,-90.813086                                                                                                                                                 ,41.6,43750.0,1681,Career & Business
933835133,360.556,1777782,0.686,0.4976169844020797,3.606995884773663,36037,31.799009,-86.628615                                                                                                                                              ,38.5,31992.0,13848,Others
85604594,33.052,57087322,22.042,0.0,3.9100145137880986,32346,29.990833,-84.384594                                                                                                                                              ,52.5,40264.0,1625,Outdoors & Adventure
83193046,32.121,447464,0.173,0.0509053638537752,3.7606120434353407,05261,42.770286,-73.179047                                                                                                                                                 ,45.2,58265.0,2927,Outdoors & Adventure
40438415,15.613,3458972,1.336,0.6187044365757134,4.63308324401572,94619,37.79045,-122.140809                                                                                                                                                ,40.3,76361.0,24005,Tech
92628944,35.764,202349,0.078,0.08588957055214724,4.184357541899441,66417,39.656559,-96.044857                                                                                                                                                 ,29.7,66667.0,326,Outdoors & Adventure
41112458,15.874,17973,0.007,0.16470426220477866,5.461966398397803,78258,29.634097,-98.497426                                                                                                                                                  ,34.7,105681.0,43569,Others
166395702,64.246,1931923,0.746,0.016245487364620937,3.743388134381701,76624,31.661047,-96.955129                                                                                                                                               ,39.8,61094.0,2216,Socializing
43229195,16.691,6343685,2.449,0.0532392924179512,4.532998114393464,48386,42.660183,-83.479969                                                                                                                                                ,45.1,75573.0,17581,Outdoors & Adventure
19703064,7.607,15716,0.006,0.0,4.158940397350993,12459,42.240382,-74.678893                                                                                                                                                   ,61.9,40195.0,151,Outdoors & Adventure
20932203,8.082,1063268,0.411,0.34492021361644976,4.5311701967853395,74136,36.0624,-95.941457                                                                                                                                                   ,33.1,39381.0,31271,Socializing
43864492,16.936,130302,0.05,0.0,4.3086419753086425,50835,40.706299,-94.375485                                                                                                                                                  ,43.3,59375.0,119,Others
31294808,12.083,680393,0.263,0.10446909150220192,4.4849908640041765,68138,41.155721,-96.12981                                                                                                                                                  ,32.9,68396.0,12262,Tech
1349547,0.521,546493,0.211,0.0,3.682926829268293,53939,43.690429,-89.130646                                                                                                                                                   ,43.1,44375.0,241,Socializing
261513994,100.971,240870,0.093,0.21110457131646065,3.4982404692082114,38006,35.693723,-89.089657                                                                                                                                               ,36.6,42824.0,5097,Others
67523861,26.071,2279270,0.88,0.10071942446043164,4.563014566181128,99353,46.313808,-119.387768                                                                                                                                                ,38.6,81095.0,14595,Outdoors & Adventure
36228404,13.988,103126,0.04,0.4393694923668859,4.407057111676973,30905,33.41516,-82.142573                                                                                                                                                   ,21.1,48264.0,8057,Outdoors & Adventure
57874650,22.346,2673434,1.032,0.04445926419917751,3.938923212709621,60416,41.293908,-88.283101                                                                                                                                                ,34.8,67895.0,8997,Outdoors & Adventure
290213209,112.052,465999,0.18,0.4717325227963526,3.4629574531389467,28433,34.488505,-78.616673                                                                                                                                                ,42.2,28539.0,4935,Outdoors & Adventure
267261430,103.19,2930535,1.131,0.16377171215880892,4.0155743024010375,74032,36.20693,-96.898778                                                                                                                                                ,40.4,52348.0,2418,Others
4779052,1.845,13886,0.005,0.08823529411764706,3.194244604316547,77464,29.592427,-95.955279                                                                                                                                                    ,35.6,48375.0,238,Socializing
1737087,0.671,44891,0.017,0.0,4.0278884462151385,41621,37.626675,-82.731302                                                                                                                                                    ,54.5,23750.0,279,Tech
251474110,97.095,832958,0.322,0.033395561086911434,3.656443618339529,45169,39.506479,-83.650882                                                                                                                                                ,36.7,45839.0,4821,Outdoors & Adventure
41649575,16.081,306019,0.118,0.03611915394807872,4.39955648317245,44131,41.382841,-81.650195                                                                                                                                                 ,49.1,72999.0,20377,Socializing
66915966,25.836,1852208,0.715,0.0,3.4698275862068964,62940,37.738486,-89.471814                                                                                                                                                ,40.7,47639.0,362,Others
131272891,50.685,13803,0.005,0.055201698513800426,4.29042904290429,61722,40.418661,-88.63237                                                                                                                                                  ,34.9,50978.0,471,Socializing
88591327,34.205,2463343,0.951,0.009876543209876543,4.190546095126248,48428,42.938195,-83.154454                                                                                                                                                ,45.2,61228.0,4860,Outdoors & Adventure
131003036,50.581,267237,0.103,0.33559322033898303,3.712035995500562,77853,30.354823,-96.840158                                                                                                                                                ,44.3,55110.0,1180,Socializing
233982914,90.341,46677,0.018,0.092,3.5762711864406778,79565,32.397372,-101.087816                                                                                                                                                ,42.2,61500.0,250,Career & Business
159704538,61.662,972665,0.376,0.0,2.678205128205128,42349,37.43031,-86.677192                                                                                                                                                 ,46.5,31198.0,1098,Outdoors & Adventure
90805138,35.06,870295,0.336,0.17033509100187105,4.489408434205388,07840,40.854177,-74.835349                                                                                                                                                  ,41.0,74022.0,29395,Tech
1885678963,728.065,9536996,3.682,0.9987018606663782,2.7352682497801237,86053,36.735052,-111.055195                                                                                                                                            ,24.5,28750.0,2311,Tech
17396136,6.717,5723,0.002,0.94780385078219,4.272119341563786,60484,41.443818,-87.710988                                                                                                                                                    ,30.4,45885.0,6648,Socializing
170593091,65.866,1337885,0.517,0.02477341389728097,4.362385321100917,50130,42.303387,-93.669264                                                                                                                                               ,42.3,59427.0,1655,Socializing
77464903,29.909,1605592,0.62,0.7138501138501139,4.217594299053938,28216,35.312103,-80.888711                                                                                                                                                 ,34.2,48244.0,50505,Socializing
224642728,86.735,239382,0.092,0.022161741835147745,3.5372168284789645,30731,34.587768,-85.477364                                                                                                                                                ,40.6,39961.0,2572,Outdoors & Adventure
10968515,4.235,11113,0.004,0.313563829787234,3.6183670581576335,46802,41.069304,-85.16516                                                                                                                                                    ,29.8,27642.0,11280,Outdoors & Adventure
169982932,65.631,140935,0.054,0.0,3.650746268656716,24934,38.333579,-79.891016                                                                                                                                                ,51.3,31932.0,394,Outdoors & Adventure
359117801,138.656,7039613,2.718,0.05175214666976097,3.687521485046408,63459,39.579374,-91.369252                                                                                                                                              ,40.4,53449.0,4309,Others
507696973,196.023,19272546,7.441,0.0,3.542056074766355,57450,45.225996,-99.848392                                                                                                                                             ,54.5,47054.0,695,Others
117897682,45.521,3091,0.001,0.11631401026668335,3.238961549808241,00664,18.21033,-66.591616                                                                                                                                                   ,35.2,15922.0,15974,Tech
57370646,22.151,611805,0.236,0.026188166828322014,3.8014101057579315,13780,42.422485,-75.476583                                                                                                                                                 ,54.4,47163.0,1031,Outdoors & Adventure
986978755,381.075,3100503,1.197,0.03157894736842105,5.099125364431488,59450,47.552457,-110.742814                                                                                                                                             ,34.9,56250.0,570,Outdoors & Adventure
2651010,1.024,218721,0.084,0.17097297511177936,5.836041773989604,94123,37.800934,-122.438366                                                                                                                                                  ,34.3,124231.0,25273,Tech
146143820,56.426,439955,0.17,0.03871681415929203,3.47972972972973,21530,39.67964,-78.546122                                                                                                                                                  ,50.5,36422.0,1808,Tech
104710677,40.429,95694,0.037,0.004005340453938585,4.125,50168,41.788361,-93.278546                                                                                                                                                 ,36.6,65972.0,749,Socializing
541837038,209.204,125414,0.048,0.09726962457337884,4.49867374005305,59018,45.856895,-110.538014                                                                                                                                              ,44.9,43750.0,586,Tech
179161491,69.175,9231768,3.564,0.01888111888111888,3.7534246575342474,52049,42.885565,-91.199378                                                                                                                                               ,45.6,49849.0,1430,Tech
14242848,5.499,3424352,1.322,0.023498694516971282,4.326599326599327,55026,44.535111,-92.346008                                                                                                                                                 ,55.5,61607.0,383,Outdoors & Adventure
695026673,268.351,29962420,11.569,0.5432324386065106,2.27395546659995,99349,46.731191,-119.700579                                                                                                                                           ,22.1,48528.0,8755,Outdoors & Adventure
165828601,64.027,126079,0.049,0.09366754617414247,3.8308823529411766,68741,42.343022,-96.594478                                                                                                                                                ,47.8,63750.0,758,Tech
36663514,14.156,230084,0.089,0.018619934282584884,3.785401459854015,52530,40.99343,-92.292791                                                                                                                                                  ,49.5,47841.0,913,Outdoors & Adventure
179868887,69.448,2032256,0.785,0.6312498929446224,4.03023352793995,27406,36.000457,-79.763942                                                                                                                                               ,36.2,39038.0,58381,Socializing
495547,0.191,0,0.,0.6156351791530945,3.877450980392157,99124,47.999853,-118.952876                                                                                                                                                           ,45.1,43438.0,307,Others
274521726,105.993,624977,0.241,0.10748898678414097,3.2917863296955763,24445,37.941966,-79.891787                                                                                                                                               ,49.7,42964.0,2270,Outdoors & Adventure
275172003,106.245,11958186,4.617,0.05365897948066098,3.959750265674814,49412,43.468461,-85.948247                                                                                                                                             ,42.8,51102.0,11014,Outdoors & Adventure
203454364,78.554,354768,0.137,0.052016498625114566,4.542343587970964,61745,40.32488,-88.971071                                                                                                                                                 ,38.2,80000.0,4364,Outdoors & Adventure
361463530,139.562,1141462,0.441,0.011346998535871157,3.7393939393939393,50144,40.73905,-93.7408                                                                                                                                                 ,39.0,41442.0,2732,Outdoors & Adventure
5045067,1.948,1032785,0.399,0.18951028687337004,5.5743567378979515,07641,40.961713,-73.997437                                                                                                                                                  ,44.6,160526.0,3451,Tech
55367405,21.377,0,0.,0.35061570035915857,4.087746635242788,37211,36.067214,-86.723701                                                                                                                                                         ,32.1,42392.0,77960,Outdoors & Adventure
71236408,27.505,16236,0.006,0.01413427561837456,3.4658273381294964,48856,43.19721,-84.733509                                                                                                                                                   ,34.7,42212.0,849,Outdoors & Adventure
124803988,48.187,2409281,0.93,0.10800576992426976,4.080787156913516,66012,39.066521,-94.920179                                                                                                                                                ,41.0,66495.0,11092,Socializing
12576129,4.856,0,0.,0.004390779363336993,4.174061433447099,98941,47.223248,-120.982055                                                                                                                                                         ,39.4,52750.0,911,Outdoors & Adventure
59220948,22.865,2218034,0.856,0.11690285189242675,4.797844311377245,34119,26.268236,-81.71405                                                                                                                                                 ,50.6,73529.0,28297,Socializing
66047249,25.501,1561451,0.603,0.6348345515994656,4.407164040239577,29223,34.092634,-80.919271                                                                                                                                                ,36.5,49943.0,50892,Others
67798694,26.177,304764,0.118,0.06467913087417887,4.04801200300075,14477,43.333129,-78.140393                                                                                                                                                 ,42.8,54290.0,1979,Outdoors & Adventure
19093465,7.372,562591,0.217,0.13695090439276486,5.840524955259495,48301,42.5424,-83.282168                                                                                                                                                    ,46.7,125139.0,14319,Outdoors & Adventure
71441179,27.584,417758,0.161,0.1414624808575804,5.333089311859443,45387,39.799356,-83.887616                                                                                                                                                 ,51.0,70313.0,5224,Outdoors & Adventure
138432102,53.449,396724,0.153,0.008891928864569083,3.630813953488372,45672,39.192718,-82.694823                                                                                                                                                ,49.4,51302.0,1462,Others
24234108,9.357,3882889,1.499,0.4255204678362573,4.529040846353253,32835,28.51873,-81.486227                                                                                                                                                  ,34.1,50475.0,42750,Socializing
218924766,84.527,11661350,4.502,0.07298866463920375,3.1648764769065516,32148,29.617032,-81.883646                                                                                                                                              ,42.8,28182.0,10851,Career & Business
20285986,7.832,59392,0.023,0.02318840579710145,3.454828660436137,12439,42.277817,-74.21039                                                                                                                                                    ,64.5,37188.0,345,Outdoors & Adventure
9533150,3.681,0,0.,0.9909765390014036,3.775857183338056,35221,33.449532,-86.899049                                                                                                                                                           ,41.8,27930.0,4987,Tech
63575199,24.547,475170,0.183,0.04176904176904177,3.0152542372881355,22718,38.477181,-77.82746                                                                                                                                                  ,52.0,68716.0,814,Socializing
366183423,141.384,4631143,1.788,0.036838423875029135,3.3944291609353514,48647,44.658121,-84.113065                                                                                                                                              ,42.5,33568.0,4289,Outdoors & Adventure
2013828711,777.544,3761019,1.452,0.008746355685131196,4.364359586316627,81527,38.799079,-108.469871                                                                                                                                            ,49.0,61304.0,1715,Tech
41818071,16.146,0,0.,0.043030869971936385,4.108815426997245,84620,38.914823,-111.927685                                                                                                                                                        ,48.5,67639.0,1069,Others
329913658,127.38,2124352,0.82,0.15596870530832002,3.5115945805106827,80621,40.107239,-104.80129                                                                                                                                                ,36.4,53150.0,11887,Outdoors & Adventure
162984633,62.929,63154,0.024,0.0510248582642826,4.428117048346057,53507,42.984271,-89.914025                                                                                                                                                 ,37.7,76467.0,2293,Socializing
587669816,226.901,68750904,26.545,0.41345817727840206,3.86496200067388,27909,36.288605,-76.268734                                                                                                                                            ,37.4,45378.0,40050,Socializing
243463780,94.002,62673,0.024,0.029366306027820713,4.30365296803653,68940,40.547151,-99.246818                                                                                                                                                 ,40.3,72054.0,647,Others
14376462,5.551,240125,0.093,0.5778840831817822,3.5252332888973528,60406,41.654945,-87.681952                                                                                                                                                  ,34.2,37167.0,25294,Socializing
836170946,322.847,471402,0.182,0.04060209942562884,4.154165513423748,67665,38.849085,-98.88253                                                                                                                                                ,47.5,39141.0,5049,Others
87876343,33.929,655573,0.253,0.16946844594092744,4.903850623692571,19426,40.191299,-75.437052                                                                                                                                                 ,37.9,110965.0,40391,Socializing
8943627,3.453,24584,0.009,0.4212339568624597,4.00651397352385,91401,34.178483,-118.431791                                                                                                                                                   ,35.5,50418.0,41217,Socializing
1028394,0.397,49318,0.019,0.16229615133724726,2.717215233499914,33128,25.776162,-80.203724                                                                                                                                                    ,41.1,19693.0,7665,Socializing
82919144,32.015,8029245,3.1,0.006622516556291391,3.636363636363636,48720,43.838908,-83.342072                                                                                                                                                  ,49.7,41908.0,1057,Others
2288581,0.884,0,0.,0.09152719665271966,3.5173642030276047,97127,45.246126,-123.111352                                                                                                                                                          ,35.1,56629.0,3824,Socializing
52403614,20.233,736590,0.284,0.0165016501650165,3.407166123778502,16661,40.831088,-78.460928                                                                                                                                                 ,44.4,34653.0,909,Outdoors & Adventure
49249697,19.015,3101266,1.197,0.008661417322834646,3.368227731864096,25287,38.954715,-82.051426                                                                                                                                                ,40.6,26786.0,1270,Career & Business
419944689,162.142,5275242,2.037,0.0,2.707547169811321,96119,41.022721,-120.523987                                                                                                                                             ,32.9,18750.0,124,Outdoors & Adventure
70274182,27.133,739271,0.285,0.03606911447084233,4.01588252921786,60552,41.666888,-88.706507                                                                                                                                                 ,45.0,72379.0,4630,Socializing
262282143,101.268,8965081,3.461,0.02628416942024632,4.209215986023149,56367,45.763756,-94.182051                                                                                                                                              ,39.1,67595.0,6658,Career & Business
219912845,84.909,158444,0.061,0.05485986881335719,3.939964157706093,50568,42.62605,-94.984009                                                                                                                                                 ,40.2,55375.0,1677,Others
123525027,47.693,538049,0.208,0.19402985074626866,4.179451675436168,79382,33.455287,-102.014055                                                                                                                                               ,31.3,65094.0,6231,Career & Business
145184347,56.056,758661,0.293,0.25604551920341395,3.303763440860215,38961,33.954527,-89.914974                                                                                                                                                ,28.8,47907.0,703,Tech
552970861,213.503,36417,0.014,0.03443937726057556,4.108010801080107,68949,40.427061,-99.38895                                                                                                                                                 ,43.9,45891.0,6359,Others
4006036,1.547,0,0.,0.08278145695364239,3.0861244019138754,76253,33.615855,-97.310834                                                                                                                                                           ,43.2,41818.0,302,Socializing
77855234,30.06,38415,0.015,0.0402621722846442,3.2561403508771933,37328,35.036942,-86.357374                                                                                                                                                   ,52.0,24931.0,1068,Outdoors & Adventure
804778608,310.727,2290427,0.884,0.05035000963329266,3.895938104448743,76234,33.276319,-97.514178                                                                                                                                              ,38.9,61667.0,15571,Socializing
20319740,7.845,0,0.,0.0,3.565217391304348,84024,41.007663,-111.447334                                                                                                                                                         ,22.8,42344.0,99,Outdoors & Adventure
1935069,0.747,482922,0.186,0.08292126283758082,4.032928942807627,12183,42.74787,-73.692595                                                                                                                                                    ,36.3,55000.0,2629,Outdoors & Adventure
38517796,14.872,7155679,2.763,0.6998929668887891,3.4235516623531748,29405,32.856252,-79.981994                                                                                                                                                ,35.8,26620.0,28963,Career & Business
267399919,103.244,220178,0.085,0.00677710843373494,3.625962596259627,68633,41.706202,-96.896404                                                                                                                                               ,46.8,51150.0,1328,Socializing
74607536,28.806,0,0.,0.02586206896551724,3.5807692307692314,50132,42.391673,-93.691531                                                                                                                                                         ,47.6,43750.0,348,Tech
126710039,48.923,13004538,5.021,0.0,3.953346855983773,56289,45.333188,-95.224451                                                                                                                                              ,51.3,60417.0,612,Career & Business
257947443,99.594,650336,0.251,0.0021978021978021982,3.862745098039216,56231,45.27951,-95.763212                                                                                                                                                 ,36.2,62500.0,455,Socializing
102293432,39.496,300070,0.116,0.005694760820045559,4.200612557427259,05352,42.808047,-73.076277                                                                                                                                                ,51.4,60962.0,878,Outdoors & Adventure
10684381,4.125,11548,0.004,0.18868561778778495,2.1573564987904112,93241,35.254701,-118.912678                                                                                                                                                  ,25.4,31655.0,17765,Outdoors & Adventure
10127686,3.91,13892,0.005,0.18884696016771488,4.688122509960159,66214,38.960193,-94.711969                                                                                                                                                    ,34.4,50169.0,11925,Socializing
355716116,137.343,10379755,4.008,0.05353548906480612,3.8489323488325686,76043,32.208483,-97.795247                                                                                                                                             ,39.6,52000.0,7453,Career & Business
105726004,40.821,71595,0.028,0.02345605700712589,4.225,97385,44.865853,-122.72355                                                                                                                                                 ,45.5,51968.0,3368,Socializing
4857963,1.876,0,0.,0.42653169952051145,5.776824034334763,95064,36.991107,-122.059022                                                                                                                                                          ,19.4,60192.0,9385,Tech
8687779,3.354,674835,0.261,0.5921104115533738,3.880981871410877,63118,38.59244,-90.226241                                                                                                                                                    ,31.7,29152.0,28113,Outdoors & Adventure
177298503,68.455,742446,0.287,0.02768065268065268,3.487349163098482,13411,42.633789,-75.306457                                                                                                                                                ,49.3,40688.0,3432,Outdoors & Adventure
5394097,2.083,286488,0.111,0.0271256345177665,4.1796875,54136,44.268219,-88.338535                                                                                                                                                   ,36.3,47008.0,6304,Socializing
148374526,57.288,88791,0.034,0.0065473592317765155,3.4791921664626684,45874,40.788114,-84.672051                                                                                                                                                 ,42.6,51550.0,2291,Outdoors & Adventure
262789079,101.463,1030779,0.398,0.09722222222222222,4.078571428571428,98575,47.415917,-123.802838                                                                                                                                             ,60.9,50341.0,144,Outdoors & Adventure
503636006,194.455,50848198,19.633,0.3695679556619221,3.5891805034815216,39845,30.951468,-84.892838                                                                                                                                            ,45.3,35813.0,7939,Others
43151721,16.661,54867,0.021,0.0048342541436464095,3.4124872057318316,63637,37.712286,-90.518346                                                                                                                                                  ,40.2,19063.0,1448,Outdoors & Adventure
179560875,69.329,1536843,0.593,0.06510374311670811,4.283777029953686,17543,40.181032,-76.29538                                                                                                                                                ,42.4,67408.0,43039,Socializing
257089741,99.263,224126,0.087,0.8338146495143082,3.2560853617872625,29590,33.56892,-79.848696                                                                                                                                                 ,38.0,22619.0,3809,Socializing
87640217,33.838,2830796,1.093,0.0548064375815572,4.649743297204791,03608,43.076505,-72.395926                                                                                                                                                ,48.5,64727.0,2299,Outdoors & Adventure
155692278,60.113,57376,0.022,0.10735876589535126,5.164872831973675,85749,32.289584,-110.733528                                                                                                                                                ,51.8,84583.0,19188,Outdoors & Adventure
33811806,13.055,482984,0.186,0.08916295996765063,5.194711025805075,92210,33.692218,-116.341246                                                                                                                                                ,68.5,93438.0,4946,Outdoors & Adventure
51401532,19.846,482714,0.186,0.0,3.083333333333333,26817,39.373773,-78.401579                                                                                                                                                 ,51.6,56613.0,315,Socializing
173605426,67.029,2005124,0.774,0.13695090439276486,4.16015625,87712,35.850481,-105.182856                                                                                                                                              ,41.0,83724.0,387,Outdoors & Adventure
2464437890,951.525,87058479,33.613,0.06838074398249452,4.075159714393085,76380,33.621035,-99.243769                                                                                                                                           ,48.4,36311.0,3656,Others
97815324,37.767,13646183,5.269,0.05431754874651809,3.7963142580019396,49729,45.166897,-85.292072                                                                                                                                               ,45.6,45714.0,1436,Tech
45973425,17.75,1007606,0.389,0.10678250029218124,5.0678636315058245,01824,42.59079,-71.355182                                                                                                                                                  ,44.4,105010.0,25669,Socializing
451818579,174.448,2142558,0.827,0.13570219966159053,3.3164377072477498,63334,39.297583,-91.188309                                                                                                                                              ,38.1,41356.0,8865,Socializing
428755925,165.544,94890211,36.637,0.3161912751677852,4.004928849670085,28532,34.896013,-76.890788                                                                                                                                            ,25.7,47923.0,23840,Outdoors & Adventure
162249524,62.645,1701443,0.657,0.15580259390264442,3.5207793809347634,29669,34.638704,-82.412542                                                                                                                                               ,39.6,40361.0,11874,Socializing
18276013,7.056,48276,0.019,0.061880636013128126,5.117150074035362,80122,39.580309,-104.954917                                                                                                                                                  ,44.5,81723.0,31383,Outdoors & Adventure
3699417,1.428,0,0.,0.0,3.47741935483871,15646,40.082173,-79.326493                                                                                                                                                           ,53.0,44688.0,200,Socializing
147890062,57.101,1098600,0.424,0.04093567251461988,3.869871043376319,66537,38.751242,-95.719623                                                                                                                                               ,45.8,55352.0,1197,Outdoors & Adventure
28402557,10.966,471548,0.182,0.0641025641025641,3.7231270358306183,54928,44.746504,-88.874577                                                                                                                                                 ,37.5,65000.0,468,Socializing
212272940,81.959,570264,0.22,0.06645409918796165,4.6840753146239145,97702,44.000625,-121.233814                                                                                                                                                ,40.3,59201.0,43594,Outdoors & Adventure
460924418,177.964,40328,0.016,0.03435460478607687,3.9147946298019414,46052,40.042907,-86.456535                                                                                                                                                ,40.7,49496.0,22064,Socializing
180352340,69.634,6154307,2.376,0.040637356614336616,3.900963172804533,37801,35.66392,-84.094594                                                                                                                                                ,39.2,45664.0,25543,Others
233218808,90.046,712784,0.275,0.06818181818181818,4.7298507462686565,93432,35.47852,-120.481435                                                                                                                                                ,53.6,64931.0,880,Outdoors & Adventure
194031685,74.916,2231661,0.862,0.29461356966104624,3.960012737694477,30180,33.718878,-84.918801                                                                                                                                               ,36.1,56187.0,34754,Socializing
118117567,45.605,205007,0.079,0.01735194266314598,3.9559471365638768,14525,42.877513,-78.013345                                                                                                                                                ,40.1,65625.0,2651,Outdoors & Adventure
1815796142,701.083,13085592,5.052,0.2013888888888889,3.783269961977186,92328,36.597809,-116.827404                                                                                                                                           ,50.2,35000.0,288,Tech
95204002,36.758,198598,0.077,0.052215189873417715,3.899725274725274,52209,41.908989,-92.097513                                                                                                                                                 ,31.4,62273.0,1264,Career & Business
111497582,43.049,1533307,0.592,0.1855421686746988,3.4159021406727827,23085,37.715457,-76.831989                                                                                                                                               ,45.6,39365.0,415,Socializing
16701388,6.448,0,0.,0.34318317295410034,4.0984313171283215,95843,38.715463,-121.363422                                                                                                                                                         ,32.7,63811.0,46972,Outdoors & Adventure
164189940,63.394,89314,0.034,0.4502541757443718,3.224086870681145,71003,32.629546,-93.030824                                                                                                                                                 ,44.9,29071.0,1377,Others
147706700,57.03,392349,0.151,0.012993503248375813,3.5756698044895003,62458,39.02478,-88.851563                                                                                                                                                  ,44.5,38611.0,2001,Others
7776960,3.003,3522,0.001,0.5070403404717707,4.258027449728695,43206,39.942452,-82.974175                                                                                                                                                     ,34.4,43810.0,22087,Outdoors & Adventure
629532016,243.064,14157253,5.466,0.0,3.8646188850967014,13338,43.528032,-74.987121                                                                                                                                             ,54.6,47721.0,1083,Outdoors & Adventure
61659436,23.807,425943,0.164,0.2454571000374672,4.830654025831271,28105,35.115434,-80.713498                                                                                                                                                 ,40.1,66417.0,42704,Socializing
135411341,52.283,447968,0.173,0.07074175824175824,3.19234360410831,63932,36.683242,-90.255781                                                                                                                                                ,39.7,40809.0,1456,Others
